Ulasan,Label
baik,Positif
lumayan lah buat hiburan di senggamg waktu,Positif
keren,Positif
Cara melaporkan player yg berkata kasar kemana ya? Biar akunnya di blok.,Others
game bagus,Positif
"Game pay to win, dikasih lawan yang ga seimbang",Negatif
Mantap,Positif
Ayolah pencarian lawannya ga imbang mulu masa gw level 9 ketemu level 12 mulu gajelas banget,Negatif
keren banget ini game menarik sekali buat di main karena bisa bikin kita penasaran buat cari musuh lebih susah,Others
Not bad at all,Positif
Eh lu yang bener lah kalo kasih lawan di liga. Gw yg masih arena 15 dikasih lawan arena 18-20 yg bener aja. Tapi mereka tetap kalah karna gw adalah king,Negatif
Gamenya seru,Positif
ini game sumpah seru banget terus juga di sini ad tampilan emotnya lagi yang bikin game ini gw puji developernya ... respeck🫡🫡🫡🫡👌👍👍👍👍👍,Positif
WORST MATCHMAKING EVER PAY TO WIN WEW,Negatif
Game bosok👊👊👊👊,Negatif
seru beh,Positif
"Apa game ini di buat oleh orang Rusia? Setahu saya orang Rusia memiliki otak yang pintar tapi kenapa saat membuat game ini seperti orang bodoh, dia menyesuaikan tingkat kepintaran seseorang dalam bermain game tapi dia membedakan mana dari tower terlihat bagus tapi konyol, untuk menyamakan mana tower musuh kita dengan milik saya, saya harus berpikir ulang strategi saya, sedangkan permainan dulai tanpa kita ketahui dek musuh, game ini dulu menyenangkan tapi semakin ke sini semakin terlihat bodoh",Negatif
seruuu!!!,Positif
Trash can't I get justice like not losing trophies when lagging,Negatif
bagus cuman musuh bisa tidak adil,Others
"Game trouble or bug why you crate this game, just normal grapich why internet not connect",Negatif
mantap,Positif
Jadikan semua char jadi hitam,Others
Game gak ngotak sekali kalah terus berkali kali emang game scam,Negatif
game ya seru dan mengasah otak kita untuk strategi untuk memenangkan pertempuran,Positif
Dikasih musuh yang levelnya lebih tinggi Mulu susah mo ngelawan,Negatif
sangat bagus.. baru main lagi setelah sekian lama vakum.. game favorit❤,Positif
"to Supercell, can you add lowercase and uppercase letters if you want to change the name like in Clash of Clans? because he can use lowercase and uppercase letters?",Others
gajelas susah bgt gapernah win streak lebih dri 3,Negatif
"Sdh berapa minggu nungguin gk bisa di buka , udh lama gk main pen main lagi malah gk bisa login.",Negatif
mantap,Positif
"Ga adil bgt, ykli benteng gw level 10 bisa ketemu musuh benteng 12",Negatif
bagus,Positif
"Jaringan hari hari lag maen pake wifi, paketan pun lag",Negatif
Saat bermain duel dengan musuh. Banyak kartu yang tidak seimbang seperti musuh menggunakan kartu arena tertinggi sedangkan kartu saya Masi arena rendah😓😓,Negatif
Game nya keren bagus menantang dan game ini buat kita sabar pokoknya game ini layak dimainin deh coba aja download pasti bagus gamenya makasih yaa supercell sudah membuat game sebagus ini😁👍👍👍👏💪🤩🤩⭐😉,Positif
good,Positif
Saya tidak bisa melakukan transaksi di game,Others
"Saya sudah setahun bermain ini game tapi semenjak sekarang ini clash royal semakin memburuk, seperti update yang tidak mendukung padahal Wifi saya dan ram penyimpanan HP saya masih bagus, musuh yang tidak adil seperti benteng saya level 11 bertemu dengan benteng level 12, belum lagi kartunya level 14 sedangkan kartu saya level 12 yang tertinggi, mohon kepada pihak clash royale agar memperkembangkan gamenya agar tidak pante(k) bikin game, #WENEEDJUSTICE",Negatif
GAME YANG MATCMAKING GK ADIL DARI SEGI DRAFT MAUPUN KARTU YG TIDAK IMBANG,Negatif
Tolong beri musuh yang sesuai dengan level kita karena biasanya dikasih musuh yang beda jauh Saya sudah frustasi karena pasti menang kalah menang kalah,Negatif
game nya sangat seru dan bisa santai saat main,Positif
"MATCHMAKING NYA ANEH!!!, LAWAN PELETON LEBIH TINGGI, BANGKRUT AJA NI GAME BODOHHH!!!",Negatif
semakin lama semakin P2W,Negatif
seruu,Positif
ok,Others
👍,Positif
Selalu mendapatkan musuh yang tidak adil level mereka jauh lebih tinggi dari kita please buatlah jadi adil🙏🏻,Negatif
Ini game untuk youtuber doang ajg semoga game lu mati (yaa sudah mati sih) aowkoaakw,Negatif
"game tolol ajg gjls bgt kalau kasih lawan kaga ada setara"" dan reconter semuaa goblokkk",Negatif
bgus,Positif
Game burik mending epep 3D GK kayak game clash royale huuuuuuu epep jaya jaya merdeka,Negatif
perbaiki jaringan tolol main tiba tiba muat ulang,Negatif
jaringan bagus malah ngelek,Negatif
sangat bagus,Positif
bye bye supercell,Negatif
seru,Positif
keren,Positif
Mantap,Positif
"Baru main lagi, dan ternyata clash royale sudah berubah ke pay to win, ditambah matching musuhnya tidak seimbang.. Developer terlalu tamak. Dan sistem yang payah.",Negatif
pay to win,Negatif
game asuuuu bagus ml,Negatif
lumayan,Positif
membosankan,Negatif
"Kacau, sudah gak bisa sambung lewat account google, harus lewat Supercell ID. Progress permainanan yang lama sudah gak bisa terhubung walaupun ada pemberitahuan level di awal masuk",Negatif
Game bagus...jangan ngeluh kalo awal² langsung dapet lawan susah. Ntar abis 3 harian lah...udah biasa kok. Overall...seru nih gamenya💥💥💥,Positif
trash,Negatif
"Lawan gak sesuai tropi,,ko 33,,win,,26,,,game apaan ni",Negatif
"Game busuk, kenapa kalau kita main selalu dipersulit, apa karena gua ga pernah top up ?, Yakali, gini amat caranya cari duit, dg menyiksa orang lewat game, sungguh jahanam",Negatif
kembalikan clash royal seperti dulu,Others
"Kasih menu untuk ban laporan dan kurangi bot, masa pemain cheat g ada ban aneh liat pertandingan w lawan inem, masa ada petir yg kaya d clik itu petir tau tau ada dan bisa berkali kali, Pas w tonton dia g ada petir, nah petir dr mana itu?, setiap ngeluarin monster goblin 6exilir pasti lari cepet banget tambah ada petir yg entah dr mana",Negatif
game gk sportif lawanya selalu di kasih level di atas kita terus 👎,Negatif
Gamenya aku suka tapi sayang gak ada mikrofonnya buat komunikasi kalo maen di classic duo 😕,Others
goood,Positif
gg cuk,Others
The damage from the giant skeleton bomb explosion was really painful,Others
ok,Others
Cara masuk lewat fb gmna ya?dulu pernah punya akun udh arena platinum sekarang masa harus masuk lewat supercell di ulang dari awal Yg di fb apa hilang?,Others
"main dari awal rilis, sekarang gedeg bgt liat kartu evo terutama firecraker. combo sama hog sama knight, udah satu match spam gitu doang tanpa mikir apa2, guarantee win. kedua spell, pure damage, pasti kena, gak bisa di counter atau di cancel. kalo kena troop okelah, ini di spam di tower nj1ng. MESTINYA SPELL ITU JANGAN BISA NGURANGI HP TOWER, GAK FAIR",Negatif
I can't find the icon event all the time 🤦🏻‍♂️,Negatif
good,Positif
"Susah login via Email, bikin kesel doang",Negatif
Fckyng pay to win 👎,Negatif
Kepada pihak supercell tolong mbnya diturunin jadi 200 lebih pokoknya tidak sampai 300 plis dan kalau updet mbnya jangan mahal mahal mbnya soalnya aku pengen menginstal aplikasi ini ya tolong plisssaaa 😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓😓,Negatif
Game nya sih bagus tapi entah mengapa game nya malah ngestuk kin aku di arena 9,Others
Game p2w,Negatif
looking for balance? you will never find it in this game,Negatif
"Game Aneh Selalu ketemu musuh yang sulit gak sesuai, pembodohan anda yang buat game",Negatif
game nya bagus cuma perlu di perbaiki aja bung jaringan nya sama kalo ngasih lawan yang seimbang biyar anteng main nya,Positif
game nya bagus,Positif
bagus untuk semua kalangan masa,Positif
bagus,Positif
Please stop support LGBT,Others
Overall gamenya bagus tapi dalam pencarian match selalu dikasih musuh yg levelnya lebih tinggi dari levelku yg membuat pertandingan yang sangat tidak fair dan sangatlah menganggu kenyamanan para pemainnya jadi kalo nyariin musuh buat kita gapapa lama nyarinya tapi kasih yg fair levelnya gaush buru buru ngasih yg GAK FAIRRRR dan juga pas dulu di arena 4 udh dikasih musuh yg pletonnya ada 2 yg level 11 kan GAK FAIRRRR mending uninstall gamenya terus maen game yg lain selain yg dibuat org GAK FAIRR,Others
sangat seru,Positif
keren,Positif
gamenya seru ga bosenin,Positif
mantap game nya,Positif
mau main tpi ga cukup memori sebab masih pakai hp ram 2 :(((,Negatif
nerf Mega knight and witch,Negatif
"GAME JELEK, DARI DULU SAMPE SEKARANG MASALAH KONEKSI MULU, DIKIT2 LANGSUNG DELAY, PAYAH!!",Negatif
Game jelek lawan gak sesuai game aneh titel kok but pajangan doang,Negatif
bagus banget 😃😃 hehe,Positif
Payah pay to win,Negatif
Lag waktu mau menang musuh cheat,Negatif
bagus,Positif
👍,Positif
game favorit sepanjang masa,Positif
Mkst nya apaan games nya udh di maenin dri lama bru login akun nya hilang,Negatif
Yg buat giem ngotak lah masak level masih kecil ketemu level besar muluk lo punyak otak gak sih buat geam ngotak dikit lah ngasih lawan level 12.13 pasti ttp ketemu gw doang masih level 10 ngaco lo yg buat geam,Negatif
Hadeh Jaringan Bagus Naro Kartunyaa lama bgt🥵👎,Negatif
bagus,Positif
"Game pay to win asww, ketemu lawan gak ngotak",Negatif
josepol,Others
Ez banget,Positif
Akun sudah login supercell id Malah hilang sisa 1 Kemana coba akunnya Yang bisa balikin chat gw,Negatif
Babi Supercell ga jelas game p2w lama banget kalo mau progres,Negatif
oke,Others
malas cupuk p2w,Negatif
best,Positif
Gamenya bagus cuman gak adil kayak kalo kita menang dapat poin 26-29 tapi kalau kalah poin nya berkurang 29-33. BLACK SISTEM!!,Others
tambahin hero baru,Others
Mega knight sangat rusak damage ability skill dan durabilitas sangat rusak saya benci dia dan kalo tidak ada tindak lanjut akan saya hapus dan tidak akan pernah bermain Clash royal selamanya,Negatif
"Ga adil dan pay to win, tower meriam vs tower archer, dasar bodoh!",Negatif
"Evo deck & evo tower make it worse, not balance, nerf dagger duches",Negatif
Jaringan bagus tiba tiba dis connect aneh,Negatif
Game asw kasih musuh gk ngotax,Negatif
"Akhir akhir ini pertarungan yang tidak seimbang pada tingkat level,pada akhirnya Uninstal",Negatif
Suka sekali,Positif
suka gak jelas jaringanya,Negatif
lgbt tai,Negatif
Game kagak adil tantangan klan gw raja lv 9 dikasih 11 keoq lah gw,Negatif
Game ini nge bug parah trop keluar lambat keburu benteng ancur baru keluar asli parah,Negatif
Gak adil,Negatif
good,Positif
"Tolonglah kasih lawan yang setara, gua dikasih lawan yang lebih kuat mulu gua belum ada kartu evolusi dikasih musuh yang ada kartu evolusi dan dikasih lawan yang level benteng nya lebih tinggi,jelas kalo dari troopy udah beda kenapa ttp dikasih ke gua",Others
pelit kartu legendaris,Negatif
musuh nya gak imbang tolol asu,Negatif
Heheheha,Others
😎🆒,Positif
Game nya seru dan tolong tabah skin nya,Positif
tlng pihak pengembang clash royale tlng perbaiki didlm dn diluar game selalu sambungan terputus coba ulang login,Others
seru banget,Positif
cocok untuk mengisi waktu luang,Positif
Babi,Negatif
Match sangat tidak adil,Negatif
Gk seimbang,Negatif
Akun ku ilang ga tau dah knp mau login ga bisa,Negatif
sangat baik,Positif
uhuy,Positif
Lawan enggak seimbang seru sekali dan bagus game playnya tapi lama kelamaan malah semakin banyak piala yang dikurangi dikasi mena 2kali setela itu kalah turun lagi game gak imbang ambil untung banyak game ba b1 sangat meresahkan game ini game untuk orang gi l4 pantes retingnya sangat kecil emang game b*b* lebih bagus game dino digoogle pembuatnya udah enggak waras game apa ini yutuber indo gak ada yang mau main game ini dasar pembuat game tidak waras 🖕ah! Saya sangat kesal percuma naik,Positif
sangat bagus,Positif
Pay to win 👎,Negatif
Taiap kali mau menang selalu di bikin lag terus langsung kalah kecewa berat Wak :(,Negatif
kece,Positif
bagus👍👍👍,Positif
KALO NGASI CARD SETARA LAH GUA DR AWAL ARENA TUJUH G DAPET SATRIA KUDA AMA YG ITAM LAH MUSUHNYA UDAH PAKEK KARTU ARENA 11 SETAN,Negatif
Amajing,Positif
"mau login ke akun lain,tapi kode email ga masuk",Others
"game nya bagus, saya baru pemula sih tapi begitu seru strategi yg bagus Topp",Positif
"Tolong di bagian turnamen tantangan klasik dan tantangan lainnya itu nyawanya di tambahi. Masa cuman 3 sedangkan match 12,di tambah sllu dpt musuh yg lbh berpengalaman/udh liga tinggi",Others
"This game ruined my life, 5 stars",Others
knp diamond saya selalu berkurang padahal saya tdk pernah beli apa pake diamond tolong di kembalikan lgi diamond saya..,Others
Gamenya bagus permainan yang simpel dan bisa melatih otak tapi saran ku klo bisa di kembangin lagi misal ada kartu baru atau ada skin baru dll,Positif
Sambungn terputus teeus keluar padahal sinyal enak,Others
ok,Positif
game y mantul bgt guys.,Positif
Game p2w anj lawannya p2w Mulu anj gw udah muak sama ni game,Negatif
Ga adil banget lawannya kocak supercell,Negatif
Game ap ini level gua masih brp di kasik musuh yang level brp punya otak g si?,Negatif
Udamah pay towin ketemu musuh gapernah imbang apalagi kadang suka kesel kalo Nemu musuh yang pay towin jadi gak adil gak kek dulu gak pay to win banget sekarang udh game rusak mending upgrade twonhal Ama bang haland gak pay to win,Negatif
KEREN SEMOGA HWRO BARU,Positif
kereennn,Positif
👍👍👍👍,Positif
Sangat-sangat menarik dan mnunggu massa plng krja,Positif
"when you always win and the game will have delay/lagging effect when we drop our army , and sometimes you will get higher level enemies.",Others
Sering relog pdhl sinyal bgus,Others
"Tolong perbaiki lah,masa tiba"" leg,posisi win mlah klah,jadi males main crl sekarang",Negatif
"What a say, fireee to the wayy!!!",Positif
"Akun gw hilang karena gw dulu lupa kaitkan akun ke supercell id. Dan kenapa CR menghapus fitur google play game, padahal fitur itu sangat penting bagi player old yang lupa ngaitkan akun supercell id seperti gw",Others
P2W game 🥲,Negatif
Suka tiba-tiba jaringan putus,Others
Gamenya bagus tetapi kenapa sering tidak ada sinyal saat memulai pertempuran padahal sudah menggunakan wifi,Others
"Kalo ngasih lawan yang seimbang Napa, liat dari level pelekton sama tower, game busuk",Negatif
good,Positif
Server sucks,Negatif
GEMS bngst t menjijikan level gwa10 ktmu musuh 13 ajing emng ni GEMS jngn lgi download gemes ini bikin pusing kepala ajing,Negatif
"Tolong di perbaiki sinyal atau server supersel,wifi / data saya bagus tapi sering gangguan atau lemot",Others
Aya bokepan alus,Others
"Tolong dong developer perbaikin masalah sinyal ,wifi saya koneksinya bagus tapi pas main malah delay dan lag parah sampai trophy saya turun .",Others
mantap,Positif
Habis di update pasti lag mulu,Others
Sinyal sinyal,Others
Setelah update selalu mendapatkan kendala sinyal,Others
"supercell, mantap aku udah jual adik aku untuk mendapatkan skeleton ungu😁",Others
"Jaringan bagus, tapi pas maen nge lag terus..",Others
bagus & seru,Positif
Tolong perbaiki jaringan saya. Kenapa akhir akhir ini masalah jaringan buruk sekali,Others
Bad sever!!,Negatif
game ini bagus walaupun harus menunggu sejam buat buka peti,Others
"Jaringan ngelag dikit langsung kaga bisa di pencet, apalah. Lawan kaga setara, dasar game p2w",Negatif
game gjls. setiap mau naik arena dikasih yg ga sepadan gblk!!!,Negatif
susah masuknya sekarang padahal sinyalnya ok,Others
"Game terlalu pay to win, Kalo main musuh trophy lebih tinggi, selalu lag pas main game lain tidak ada lag.",Negatif
"Saya umur 10 tahun kelas 4-5 ,saya bermain game COC Squadbuster dan Clash Royale .COC=th 8 Squadbuster lv 15 Clash Royale 146 trofi .saya senang bisa mendapat pengalaman bermain game buatan SUPERCELL dari finlandia dan saya berkomentar sangat positif terhadap semua game buatan SUPERCELL ,terimakasih SUPERCELL telah menemani masa kecil ku... :) [CLASH ON] / salam clahser",Positif
"Stelah UPDATE JADI JELEK BANGET SUMPAH...STIAP WAR PING NYA NAIK ANJ ,GILIRAN MAIN BIASA GA AD PING NYA ...BIKIN KESEL ,PERBAIKI LAGI ADMIN KONTOOL",Negatif
bagus,Positif
Terlalu pay to win,Negatif
Sinyal udah full tpi ko malah ada gambar wifi terus malah kalah buat maen kocak ini game gak jelas,Negatif
Lag teroos,Negatif
madep,Positif
Sering muat ulang jd males main,Negatif
bagus sekali sumpah,Positif
Jaringan server busuk udh pake wifi atau pun data ttp koneksi bermasalah,Negatif
"Kacau, sinyal dipake aplikasi lain bagus giliran buat main clash royale lelet",Negatif
Matching is soo terrible always teammates with afk people please give us report button and give that player a ban for days or weeks and also this game is unstable internet connection.,Others
Game ngelek,Negatif
game sampah... masak level 3 ketemu sama level 6 terus..??? gak adil pantesan game sepi gak ada pemain game gak laku,Negatif
game ini sangat nostalgia hehehe,Positif
Tolong perbaiki sinyal game nya masak sinyal bagus tapi ngelaq sendiri,Others
Kadang lawan terlalu sulit karna mereka top up,Others
MAKIN SUSAH AJA UPGRADE² YG MALAH NAMBAHIN SUSAH BUAT MENANG🤬,Negatif
lost conect mulu,Negatif
"Tambah lemot sekarang min,, payah",Negatif
game ini bagus,Positif
keren..,Positif
Very unfair game👎,Negatif
"Game paling menguji kesabaran; susah sinyal & macet², dan akhirnya jaringan terputus 😂😂",Others
"Semakin di update semakin parah sinyal keluar masuk, gak jelas, sering sekali ninggalin permainan,",Others
"Game sampah, jaringan eror terus , merugikan pemain game 👎",Negatif
Ada yang sama kaya saya stuck di 50% padahal buka aplikasi lain lancar,Others
Jaringan sering terputus padahal sinyalnya bagus,Others
Makin lama makin tidak jelas jaringannya sering putus koneksi tolong di perbaiki,Negatif
"𝗕𝗨𝗚 𝗝𝗔𝗥𝗜𝗡𝗚𝗔𝗡 𝗧𝗘𝗥𝗢𝗦𝗦𝗦, 𝗦𝗔𝗠𝗣𝗔𝗛 !!",Negatif
Mulai dulu g ada peningkatan upgrade jaringannya sering kumat leg terus. Ini yang mangganggu permainannya,Others
sistemnya malah ga ngirim kode verifikasi gimana mau login akun lama kocak,Others
"Kepada supercell mohon server nya diperbaiki, karena kenapa jaringan baik baik saja tapi game nya lemot",Others
"Tolong perbaiki masalah jaringan (sinyal) kenapa jadi error sinyalnya, padahal game lain lancar sinyalnya.",Others
"Lumayan game nya, tapi ngeselin musuhnya licik amat ngasi lawan yang ga ngotak ga maksud",Others
Aku ganteng gak 😁,Others
SERVER NGEBUG?,Others
ini game sangatlah bagus aku kasih bintang 5,Positif
kaga setara lawannya jing,Negatif
the game its good,Positif
nice,Positif
"Busuk sinyal ilang2, pake wifi buka app lainnya lancar2 aja tetep jelek saat main game, pake data delay saat menaruh peleton, parahhh",Negatif
Dear developer please fixed the connection. Why low connect and red wifi symbol always appear in a few days,Others
bagus tapi aku masih baru dah lama gak main jadi kasih musuhnya jangan yang susah,Others
Bagus game anti dark sistem cr dari Pada ml,Positif
Banyak kecurangan dari pasukan yang berbeda yang levelnya lebih tinggi dan pasukan yang arenanya berbeda contoh area 5 tapi lawanya punya pasukan area7 yakan aneh dan satu kata supersel gak punya otak,Others
Game rusak ngelag mulu,Negatif
yang bner aja ktemu level diatas mulu mlihin msuh yang bner kek,Negatif
Kenapa yang udah elite tidak bisa evolusi?,Others
Pliss lah devoloper Padahal cuma perkara jaringan hilang masa harus masuk lagi anjeng,Others
mantap,Positif
"udah gk usah dowload, kebanyakan ilang sinyal d dalem game..",Others
Game nya ga bagus karena pay to win dan ga ramah ke player lama,Negatif
Loading nya lama tidak disarankan,Negatif
"sering hilang jaringan di match,pdhl jaringan bagus",Others
"Uninstall !! Game scam. Dpt promo player baru 1000 diamond harga 16000. Sudah di top up, diamond sudah masuk pas gw cek. Gw login lagi diamond sudah hilang. Akun pribadi perangkat pribadi. Padahal gw ga ngerasa make tuh diamond.",Negatif
Game ga jelas login ngelag main ngelag ga ada perubahan setiap upgret heran banget game sepi perubahan cuman di skin anj,Negatif
Lumayanlah,Others
"Jaringan perlu di perbaiki,masalah matchmaking yg tidak sesuai",Others
game ini seru sekali!🐥,Positif
gak usah download game ampas layak gini. musuh gak ada yang seimbang,Negatif
sering banget bug jaringan padahal pake wifi,Others
bagus,Positif
"selalu melawan musuh yang tidak sepadan/lebih tinggi daripada kita,game nya juga harus memiliki uang supaya troops nya kuat,game p2w parah🤡",Negatif
"Game gk jelas ngasih musuhnya udah punya peleton super lah apalah ngotak minimal ngasih musuh buang"" waktu sedangkan gw aj trofi 2000 susah bgt mau ke pulau selanjutnya gw masih level 8 ketemu musuhnya uda level 10 poke",Negatif
Apalah ganti akun ga bisa padahal kode Verifikasi benar,Others
matching war clannya rusak,Others
game strategi yang menurut saya sangat mengasah otak,Positif
B ajaa,Others
Mantav,Positif
Ayolah match-nya yang imbang dong,Others
good job 👍🏻,Positif
"Puas bgt, udah uninstal ini game haram jadah, padahal gw udah punya 1 akun level 12, sama 3 akun lev 10. Maen juga udah mau 2 tahun 👎",Negatif
akun lama saya hilang,Others
Kenapa setiap saya buka clash royale selalu 50% ga lgsg 100% jd bisa log in hmpir 1mnggu sekali. Mohon pencerahannya🙃🙏,Others
Menyala abang kuh🐷🐷🐷🐷🐷,Others
Mantap,Positif
Minimal kalo kasih lawan yang level troops nya setara lah. Ini gw ketemu level tinggi terus,Negatif
"PVP Hero gak sesuai level 11 ketemu level 13 mana bisa menang coy..klaw tower hall gak masalah mau level berapa karena game strategi ini pasukannya kalah level ya pasti kalah, hadeh tambah gak fair game nya kalah level , waktu dan elixir",Others
good job,Positif
ga imbang,Negatif
"Game gak adil , musuhnya susah semua anj, males main ini game",Negatif
seru,Positif
Game pembodohan !,Negatif
Pay 2 win unfair game,Negatif
Game ga mau rugi,Negatif
Pay to win ga adil 🙂,Negatif
"Pencarian match nya sangat tidak adil! Setelah 3/4 menang 60% pasti dikasih musuh yang levelnya levih tinggi 2/3lv, yang membuat kemungkinan menang menjadi kecil.",Negatif
"Apaan ni game😡, baru menang 2 kali udah di kasih kalah terus terusan, Kalau cuman menang 1 kali langsung di kasih kalah berkali kali 💀💀💀",Negatif
Ok,Others
game nya seru,Positif
Memberikan musuh yang tidak setara,Negatif
Game goblog kalo cari musuh yang setara goblog,Negatif
nice,Positif
keren,Positif
Lu niat buat ga si masa level lawan 2kali lipat dari gua,Negatif
"Seru banget cok bagus gamenya,tapi kadang disconect,sangat baik supersell",Others
"Pause a match, dev. If we disconating or draw",Others
Game ayah,Negatif
Game ini sangat bagus,Positif
Ngelag Banget Bjirr,Negatif
Untuk pihak Supercell tolong tambahkan pencarian pemain di game ini,Others
keren,Positif
"Dalam match macking dikasih lawan yang tidak sepadan alias tidak setingkat, lawan terlalu susah",Negatif
amazing game,Positif
Mending main ff daripada game ini,Negatif
Kenapa pas ketemu musuh selalu level musuh tinggi usahakan setara😢😢,Negatif
beri aku petunjuk untuk memenangkan game ini,Others
Game pay to win sampah gk kaya dulu,Negatif
Geme bosok isuk isuk marai emosi wae,Negatif
Gausah main cr untuk semua g adil cari tropyh g ky dulu sy masih arena 8 raja raja level 9 dpt musuh arena raja level 11 level hero musuh 15 semua .... sedangkan punya sy baru level 8 heronya g adil,Negatif
dapet musuh ga setara,Negatif
req bgt game ini,Positif
Sering sekali bertemu dengan lawan yang levelnya jauh lebih tinggi,Negatif
bagus gamenya,Positif
"Baru come back kaget, ternyata sekarang gamenya p2w ya, turretnya ad skinny nembaknya cepet lagi udh serang berkali² tetap berkurangnya 100 doang, pls lah yg bener aja, sedangkan punya kita nyerang gk mati² karena pelan nembaknya",Others
aku kasi bintang aja karna game nya keren,Positif
sangat menarik,Positif
Sedikit saran ketika jaringan lelet atau gangguan agar di jeda pertempuran ny setidak ny 1 menit agar tidak langsung kalah,Others
Bagus,Positif
ok bngt,Positif
Game P2W,Negatif
di luar prediksi bmkg mencari pawan setara mencari raja padahal kita cuma npc mungkin kalian tau lah yaa sering lose karna musuh nya ggwp ntah bot atau kita yang bot tapi op nya musuh keterlaluan,Others
keren sih gamenya. tx utk orng yg sudah menciptakan ini game.,Positif
Sering mendapatkan musuh yang trofi tertinggi dan level kartu jauh berbeda,Negatif
Sinyalnya buruk sekali. Musuh yg kena pun lebih tinggi levelnya dri kita.,Others
"Kalo udah di seting kalah, mau menang pasti hilang sinyal.... Wkkwkwkk",Others
gabut,Others
bGus,Positif
"Game Ampas dari dulu emang game ini pay to win selalu ada update yg terlihat fun padahal cara licik untuk ngerampok duit player Ciri khas game SUPERCELL ""UP LEVELLING"" 🤬 game lu busuk",Negatif
"Game yang menguntungkan strategi, sangat menyenangkan",Positif
Game ghak pernah adil ngasih musuh yang benar lah masa aku lvl 7 musuh lvl 9 kan ngak adil ngotak dikit lah kasih keseimbangan 🤬🤬🤬,Negatif
Tolong tambahkan fitur yang bisa nambahin teman secara otomatis dong soalnya susah banget klo mau nambahin teman ga bisa langsung gitu harus shere dulu🙏,Others
Main padahal sinyal bagus masih aja server terputus,Others
Sumpah game pay to win bgt eeek,Negatif
game nya bagus saya terkesan,Positif
bad games not good unfair p2w supercell all games are stupid p2w,Negatif
"saran, kalo untuk war klan musuhnya kasih yang level nya sama, beda satu juga gapapa kalo beda jauh nanti point war klan nya dikit",Others
game nya sangat melatih otak untuk memenangkan pertandingan,Positif
kali ini kagak gua kasi bintang....masalah hilang koneksi sinyal padahal pake wifi saat main sangat sangat parah...dari dulu ngak ada perbaikan...parah...parah,Negatif
Game nya gk seru,Negatif
"Yang selalu menang itu karena elixirnya lebih cepat terisi, coba perhatikan tayang ulang, siapa yg tercepat elixirnya dia yg menang",Negatif
Kalau bisa dapat Acher Queen sama bar King gratis lagi,Others
Iki knp aku tidak bisa masuk ke game nya tolong di perbaiki ya supercell,Others
Ga bis di buka game nya?,Others
Game tek,Negatif
Tidak bisa di buka loading di 50%....perbaiki lah min hadehhhhhhhh game hiburan gua dari pagi kaga bisa di buka hiburan pas berak,Others
Lawan rtak seimbang sama gw gw level10 musuh 13 keatas tolong developer baiki ini segera 😔,Others
"kurang bansos ,terlalu p2w",Negatif
Kenapa saya ga bisa login sekarang?,Others
why does it sometimes stay at 50%???,Others
"Saya udh bermain cukup lama ..tapi kok hari ini saya login""gkk bisa masuk ?",Others
Gak bisa login,Others
Seru banget tapi MB nya banyak,Others
Good,Positif
kenapa stuck loading 50%,Others
MASUK NYA LAMA,Others
Ada yg sama gk? CR gk bisa dibuka,Others
wow,Others
GAME YANG SANGAT BURUK. JUMPA LAWAN BEDA LEVEL TAMBAH LAGI KARTU LAWAN LEBIH BAGUS DARI YG KITA PUNYA,Negatif
Apa enak2 main pas menang langsung putus apa maksudnya,Negatif
Fix signal!!!!,Negatif
Loading game ngestack mulu apalah,Negatif
aku baru belajar semoga bisa hehe,Others
Supercell has no intention of making a MOBA game like ML or AOV?,Others
Match yg tidak adil,Negatif
Bagus baget gamenya,Positif
👍,Positif
game yang seru soalnya sudah dari lama saya main cuman pensi dulu sekarang comeback tapi akun lama hilang 😭😭 semoga bisa lebih seru yah dan tidak nambah MB nya,Positif
Keren,Positif
Gooddd i like supercell,Positif
Oke mantap,Positif
Mantep,Positif
Game ini yg membuat clasher jadi sepi,Negatif
Kalo ada 3 vs 3 pasti lebih seru nih.. 5 lebih seru lagi.. tolong di update yaa,Others
Game terlalu lag,Others
Disconnect mulu tiap main game busuk,Others
ok,Others
"permainan ini seru, menyenangkan",Positif
"Jelek sekarang, game pay to win. Lu gak top up lu kalah. Perbedaan level sengaruh itu",Negatif
Gimana caranya mengganti nama dipermainan ini,Others
"sistemnya jelek dn sudah diatur ,banyak gak adilnya klo tempur ketemu sama yg level lebih",Negatif
Minus untuk matching pasti ketemu lawan yg lebih tinggi levelnya,Negatif
Your game so p2w the f2p player get clap by the p2w one,Negatif
Not free to play friendly,Negatif
"Tolong saya mau main fun malah lose streak 15 kali, niat mau nyelesain misi harian 3 kali menang malah buang buang waktu, tolong dong kasih pengertian buat orang yg gapunya banyak waktu. Masih sempet buat login aja udah sukur tuh.",Negatif
mantap,Positif
Gam dajal,Negatif
bagus sama seperti dulu,Positif
"Algojo nya tolong di nerf dong, HP nya ketebelan, masak di fireball ditambah Arrow gak mati",Others
good game!!,Positif
Superceel saya kok dapat bandit melulu tolong legen lainnya,Others
kelaz bng,Positif
"Udh 1 taun main ni game, fitur"" dan event yg menarik membuat semngt main dan tambahkan mode yg unik lain nya sekian terimakasih😁☕.",Positif
